task,type,start,end,duration_ms
Activity_1,RUN,10186.531083,10186.531292,0.209000
Activity_1,RUN,10186.629239,10186.831302,202.063000
Activity_1,RUN,10186.913799,10186.965811,52.012000
Activity_1,RUN,10187.131135,10187.131303,0.168000
Activity_1,RUN,10187.243981,10187.431295,187.314000
Activity_1,RUN,10187.518455,10187.584667,66.212000
Activity_1,RUN,10187.731147,10187.731296,0.149000
Activity_1,RUN,10187.845313,10188.048777,203.464000
Activity_1,RUN,10188.048781,10188.097590,48.809000
Activity_1,RUN,10188.331137,10188.612227,281.090000
Activity_1,RUN,10188.931106,10189.187620,256.514000
Activity_1,PREEMPT,10186.531292,10186.629239,97.947000
Activity_1,PREEMPT,10186.831302,10186.913799,82.497000
Activity_1,SLEEP,10186.965811,10187.131135,165.324000
Activity_1,PREEMPT,10187.131303,10187.243981,112.678000
Activity_1,PREEMPT,10187.431295,10187.518455,87.160000
Activity_1,SLEEP,10187.584667,10187.731147,146.480000
Activity_1,PREEMPT,10187.731296,10187.845313,114.017000
Activity_1,PREEMPT,10188.048777,10188.048781,0.004000
Activity_1,SLEEP,10188.097590,10188.331137,233.547000
Activity_1,SLEEP,10188.612227,10188.931106,318.879000
Activity_1,MARKER_PERIOD_START_Activity_1,10186.531142,10186.531142,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,10186.531145,10186.531145,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,10186.965788,10186.965788,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,10186.965806,10186.965806,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,10187.131155,10187.131155,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,10187.131158,10187.131158,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,10187.131160,10187.131160,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,10187.584645,10187.584645,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,10187.584662,10187.584662,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,10187.731165,10187.731165,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,10187.731168,10187.731168,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,10187.731169,10187.731169,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,10188.097569,10188.097569,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,10188.097585,10188.097585,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,10188.331155,10188.331155,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,10188.331157,10188.331157,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,10188.331159,10188.331159,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,10188.612204,10188.612204,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,10188.612222,10188.612222,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,10188.931117,10188.931117,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,10188.931119,10188.931119,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,10188.931119,10188.931119,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,10189.187583,10189.187583,0.0
Activity_1,MARKER_INVERSION_START_Activity_1,10189.187608,10189.187608,0.0
Activity_1,STAT_PERIOD,0,0,600.000000
Activity_1,STAT_MEASURED,0,0,600.010000
Activity_1,STAT_DEADLINE,0,0,600.000000
Activity_1,STAT_WCET,0,0,281.081000
Activity_1,STAT_ACET,0,0,260.358500
Activity_1,STAT_JITTER,0,0,0.021147
Activity_1,STAT_UTIL,0,0,0.540835
Activity_1,STAT_NRUN,0,0,11
Activity_1,STAT_NPRE,0,0,6
Activity_1,STAT_NSLP,0,0,4
Activity_1,STAT_NMISS,0,0,0
Activity_1,STAT_WSLACK,0,0,146.513000
Activity_1,STAT_HGAPS,0,0,1.000000
Activity_1,STAT_NGAPS,0,0,10
Activity_1,STAT_MAXGAP,0,0,318.879000
Activity_1,STAT_RUNTOT,0,0,1298.004000
Activity_1,STAT_PRETOT,0,0,494.303000
Activity_1,STAT_SLPTOT,0,0,864.230000
Activity_2,RUN,10186.531223,10186.531248,0.025000
Activity_2,RUN,10186.531292,10186.629239,97.947000
Activity_2,RUN,10186.831302,10186.913799,82.497000
Activity_2,RUN,10187.131303,10187.243981,112.678000
Activity_2,RUN,10187.431295,10187.518455,87.160000
Activity_2,RUN,10187.731296,10187.845313,114.017000
Activity_2,RUN,10188.097590,10188.097596,0.006000
Activity_2,PREEMPT,10186.531248,10186.531292,0.044000
Activity_2,SLEEP,10186.629239,10186.831302,202.063000
Activity_2,SLEEP,10186.913799,10187.131303,217.504000
