task,type,start,end,duration_ms
ksoftirqd/1,RUN,3031.371279,3031.371284,0.005000
ksoftirqd/1,RUN,3031.383282,3031.383292,0.010000
ksoftirqd/1,RUN,3031.388290,3031.388299,0.009000
ksoftirqd/1,RUN,3031.414279,3031.414283,0.004000
ksoftirqd/1,RUN,3031.616306,3031.616319,0.013000
ksoftirqd/1,RUN,3031.747305,3031.747310,0.005000
ksoftirqd/1,RUN,3032.236343,3032.236357,0.014000
ksoftirqd/1,RUN,3032.821367,3032.821377,0.010000
ksoftirqd/1,RUN,3033.280396,3033.280407,0.011000
ksoftirqd/1,RUN,3033.415408,3033.415412,0.004000
ksoftirqd/1,RUN,3033.570411,3033.570416,0.005000
ksoftirqd/1,SLEEP,3031.371284,3031.383282,11.998000
ksoftirqd/1,SLEEP,3031.383292,3031.388290,4.998000
ksoftirqd/1,SLEEP,3031.388299,3031.414279,25.980000
ksoftirqd/1,SLEEP,3031.414283,3031.616306,202.023000
ksoftirqd/1,SLEEP,3031.616319,3031.747305,130.986000
ksoftirqd/1,SLEEP,3031.747310,3032.236343,489.033000
ksoftirqd/1,SLEEP,3032.236357,3032.821367,585.010000
ksoftirqd/1,SLEEP,3032.821377,3033.280396,459.019000
ksoftirqd/1,SLEEP,3033.280407,3033.415408,135.001000
ksoftirqd/1,SLEEP,3033.415412,3033.570411,154.999000
ksoftirqd/1,STAT_PERIOD,0,0,0.000000
ksoftirqd/1,STAT_MEASURED,0,0,-1.000000
ksoftirqd/1,STAT_DEADLINE,0,0,0.000000
ksoftirqd/1,STAT_WCET,0,0,0.014000
ksoftirqd/1,STAT_ACET,0,0,0.008182
ksoftirqd/1,STAT_JITTER,0,0,-1.000000
ksoftirqd/1,STAT_UTIL,0,0,0.000038
ksoftirqd/1,STAT_NRUN,0,0,11
ksoftirqd/1,STAT_NPRE,0,0,0
ksoftirqd/1,STAT_NSLP,0,0,10
ksoftirqd/1,STAT_NMISS,0,0,0
ksoftirqd/1,STAT_WSLACK,0,0,-999999.000000
ksoftirqd/1,STAT_HGAPS,0,0,1.000000
ksoftirqd/1,STAT_NGAPS,0,0,10
ksoftirqd/1,STAT_MAXGAP,0,0,585.010000
ksoftirqd/1,STAT_RUNTOT,0,0,0.090000
ksoftirqd/1,STAT_PRETOT,0,0,0.000000
ksoftirqd/1,STAT_SLPTOT,0,0,2199.047000
kworker/1:1H,RUN,3031.354361,3031.354380,0.019000
kworker/1:1H,RUN,3031.371062,3031.371080,0.018000
kworker/1:1H,RUN,3031.387737,3031.387755,0.018000
kworker/1:1H,RUN,3031.404396,3031.404410,0.014000
kworker/1:1H,RUN,3031.421134,3031.421151,0.017000
kworker/1:1H,RUN,3031.437679,3031.437697,0.018000
kworker/1:1H,RUN,3031.454416,3031.454433,0.017000
kworker/1:1H,RUN,3031.471028,3031.471043,0.015000
kworker/1:1H,RUN,3031.487715,3031.487731,0.016000
kworker/1:1H,RUN,3031.504361,3031.504376,0.015000
kworker/1:1H,RUN,3031.521084,3031.521102,0.018000
kworker/1:1H,RUN,3031.537593,3031.537610,0.017000
kworker/1:1H,RUN,3031.554258,3031.554279,0.021000
kworker/1:1H,RUN,3031.671037,3031.671055,0.018000
kworker/1:1H,RUN,3031.687551,3031.687569,0.018000
kworker/1:1H,RUN,3031.704202,3031.704213,0.011000
kworker/1:1H,RUN,3031.721004,3031.721025,0.021000
kworker/1:1H,RUN,3031.737614,3031.737631,0.017000
kworker/1:1H,RUN,3031.787528,3031.787549,0.021000
kworker/1:1H,RUN,3031.804280,3031.804307,0.027000
kworker/1:1H,RUN,3031.820917,3031.820936,0.019000
kworker/1:1H,RUN,3031.837504,3031.837528,0.024000
kworker/1:1H,RUN,3031.854234,3031.854247,0.013000
kworker/1:1H,RUN,3031.870956,3031.870972,0.016000
kworker/1:1H,RUN,3031.887493,3031.887515,0.022000
kworker/1:1H,RUN,3031.904207,3031.904226,0.019000
kworker/1:1H,RUN,3031.920927,3031.920946,0.019000
kworker/1:1H,RUN,3031.937425,3031.937443,0.018000
kworker/1:1H,RUN,3031.954212,3031.954231,0.019000
kworker/1:1H,RUN,3031.970871,3031.970882,0.011000
kworker/1:1H,RUN,3031.987403,3031.987418,0.015000
kworker/1:1H,RUN,3032.004243,3032.004260,0.017000
kworker/1:1H,RUN,3032.020921,3032.020936,0.015000
kworker/1:1H,RUN,3032.037441,3032.037463,0.022000
kworker/1:1H,RUN,3032.054179,3032.054199,0.020000
kworker/1:1H,RUN,3032.070856,3032.070871,0.015000
kworker/1:1H,RUN,3032.087380,3032.087401,0.021000
kworker/1:1H,RUN,3032.104148,3032.104172,0.024000
kworker/1:1H,RUN,3032.137413,3032.137447,0.034000
kworker/1:1H,RUN,3032.154067,3032.154098,0.031000
kworker/1:1H,RUN,3032.170791,3032.170822,0.031000
kworker/1:1H,RUN,3032.187375,3032.187411,0.036000
kworker/1:1H,RUN,3032.204130,3032.204163,0.033000
kworker/1:1H,RUN,3032.404111,3032.404130,0.019000
kworker/1:1H,RUN,3032.420655,3032.420673,0.018000
kworker/1:1H,RUN,3032.620561,3032.620598,0.037000
kworker/1:1H,RUN,3032.637272,3032.637300,0.028000
kworker/1:1H,STAT_PERIOD,0,0,0.000000
kworker/1:1H,STAT_MEASURED,0,0,-1.000000
kworker/1:1H,STAT_DEADLINE,0,0,0.000000
kworker/1:1H,STAT_WCET,0,0,0.037000
kworker/1:1H,STAT_ACET,0,0,0.020255
kworker/1:1H,STAT_JITTER,0,0,-1.000000
kworker/1:1H,STAT_UTIL,0,0,0.000403
kworker/1:1H,STAT_NRUN,0,0,47
kworker/1:1H,STAT_NPRE,0,0,0
kworker/1:1H,STAT_NSLP,0,0,0
kworker/1:1H,STAT_NMISS,0,0,0
kworker/1:1H,STAT_WSLACK,0,0,-999999.000000
kworker/1:1H,STAT_HGAPS,0,0,1.000000
kworker/1:1H,STAT_NGAPS,0,0,46
kworker/1:1H,STAT_MAXGAP,0,0,199.948000
kworker/1:1H,STAT_RUNTOT,0,0,0.952000
kworker/1:1H,STAT_PRETOT,0,0,0.000000
kworker/1:1H,STAT_SLPTOT,0,0,0.000000
kworker/1:4,RUN,3031.232278,3031.232308,0.030000
kworker/1:4,RUN,3031.296304,3031.296312,0.008000
kworker/1:4,RUN,3031.360314,3031.360321,0.007000
kworker/1:4,RUN,3031.616296,3031.616306,0.010000
kworker/1:4,RUN,3031.808328,3031.808335,0.007000
kworker/1:4,RUN,3031.936348,3031.936357,0.009000
kworker/1:4,RUN,3032.235407,3032.235420,0.013000
kworker/1:4,RUN,3032.236332,3032.236343,0.011000
kworker/1:4,RUN,3032.591359,3032.591363,0.004000
kworker/1:4,RUN,3032.593384,3032.593391,0.007000
kworker/1:4,RUN,3032.595374,3032.595376,0.002000
kworker/1:4,RUN,3032.641472,3032.641486,0.014000
kworker/1:4,RUN,3032.653370,3032.653380,0.010000
kworker/1:4,RUN,3032.655383,3032.655398,0.015000
kworker/1:4,RUN,3032.669375,3032.669383,0.008000
kworker/1:4,RUN,3032.671388,3032.671393,0.005000
kworker/1:4,RUN,3032.686370,3032.686379,0.009000
kworker/1:4,RUN,3032.688374,3032.688380,0.006000
kworker/1:4,RUN,3032.703359,3032.703364,0.005000
kworker/1:4,RUN,3032.704365,3032.704383,0.018000
kworker/1:4,RUN,3032.720379,3032.720386,0.007000
kworker/1:4,RUN,3032.768961,3032.768978,0.017000
kworker/1:4,RUN,3032.820683,3032.820693,0.010000
kworker/1:4,RUN,3032.852392,3032.852407,0.015000
kworker/1:4,RUN,3032.870630,3032.870638,0.008000
